timestamp_start,timestamp_end,keypoint_id,x_start,y_start,z_start,x_end,y_end,z_end,dx,dy,dz
11,16.0,1,253,336,-0.2171,169,315,-0.2715,-84,-21,-0.0544
11,16.0,2,252,336,-0.2174,172,315,-0.2716,-80,-21,-0.0542
11,16.0,3,252,335,-0.2177,175,314,-0.2718,-77,-21,-0.0541
11,16.0,4,251,336,-0.28,160,316,-0.271,-91,-20,0.009
11,16.0,5,250,335,-0.2801,157,317,-0.2708,-93,-18,0.0093
11,16.0,6,249,335,-0.2802,155,317,-0.2708,-94,-18,0.0094
11,16.0,7,242,332,-0.076,179,317,-0.0601,-63,-15,0.0159
11,16.0,8,239,332,-0.3615,152,321,-0.0611,-87,-11,0.3004
11,16.0,9,247,348,-0.1849,170,329,-0.2296,-77,-19,-0.0447
11,16.0,10,244,348,-0.2679,158,330,-0.2295,-86,-18,0.0384
11,16.0,11,225,359,0.083,197,334,0.0078,-28,-25,-0.0752
11,16.0,12,202,361,-0.4443,136,359,0.0014,-66,-2,0.4457
11,16.0,13,246,400,0.1676,221,294,-0.0828,-25,-106,-0.2504
11,16.0,14,224,412,-0.4925,133,400,-0.2452,-91,-12,0.2473
11,16.0,15,265,439,0.0553,210,244,-0.1085,-55,-195,-0.1638
11,16.0,16,260,449,-0.4621,143,394,-0.5817,-117,-55,-0.1196
11,16.0,17,272,445,0.0485,205,233,-0.1651,-67,-212,-0.2136
11,16.0,18,268,457,-0.5231,144,396,-0.6551,-124,-61,-0.132
11,16.0,19,272,445,0.004,200,232,-0.1486,-72,-213,-0.1526
11,16.0,20,271,453,-0.5132,149,378,-0.6618,-122,-75,-0.1486
11,16.0,21,269,444,0.0338,199,236,-0.1117,-70,-208,-0.1455
11,16.0,22,268,450,-0.4573,149,379,-0.5949,-119,-71,-0.1376
11,16.0,23,181,427,0.1354,191,455,0.019,10,28,-0.1164
11,16.0,24,152,425,-0.1355,152,455,-0.0184,0,30,0.1171
11,16.0,25,231,452,0.0709,210,521,-0.212,-21,69,-0.2829
11,16.0,26,137,433,-0.8353,147,515,-0.2734,10,82,0.5619
11,16.0,27,194,500,0.4053,212,590,-0.0556,18,90,-0.4609
11,16.0,28,142,511,-0.6713,134,585,-0.062,-8,74,0.6093
11,16.0,29,184,504,0.4299,205,601,-0.0534,21,97,-0.4833
11,16.0,30,137,519,-0.6581,139,594,-0.0517,2,75,0.6064
11,16.0,31,205,518,0.3694,225,616,-0.2722,20,98,-0.6416
11,16.0,32,156,538,-0.7939,130,614,-0.2908,-26,76,0.5031
12,17.0,0,132,236,0.1051,175,237,-0.1933,43,1,-0.2984
12,17.0,1,137,229,0.1741,178,232,-0.1486,41,3,-0.3227
12,17.0,2,140,228,0.1742,179,232,-0.1484,39,4,-0.3226
12,17.0,3,142,228,0.1741,182,232,-0.1483,40,4,-0.3224
12,17.0,4,129,230,0.1892,170,231,-0.1703,41,1,-0.3595
12,17.0,5,127,231,0.1891,167,231,-0.1704,40,0,-0.3595
12,17.0,6,125,231,0.1891,164,230,-0.1704,39,-1,-0.3595
12,17.0,7,151,231,0.4037,185,235,0.0786,34,4,-0.3251
12,17.0,8,127,234,0.4759,159,233,-0.0304,32,-1,-0.5063
12,17.0,9,137,242,0.1795,177,245,-0.1073,40,3,-0.2868
12,17.0,10,128,243,0.1986,168,244,-0.1384,40,1,-0.337
12,17.0,11,173,256,0.3112,200,263,0.141,27,7,-0.1702
12,17.0,12,120,273,0.5429,136,268,-0.05,16,-5,-0.5929
12,17.0,13,182,210,0.0898,223,223,0.0235,41,13,-0.0663
12,17.0,14,92,219,0.4657,104,290,-0.3886,12,71,-0.8543
12,17.0,15,145,170,0.0756,200,183,-0.0399,55,13,-0.1155
12,17.0,16,116,175,0.474,145,299,-0.7297,29,124,-1.2037
12,17.0,17,137,162,0.0208,191,174,-0.0793,54,12,-0.1001
12,17.0,18,122,164,0.4215,158,301,-0.7976,36,137,-1.2191
12,17.0,19,135,164,0.0574,187,175,-0.0478,52,11,-0.1052
12,17.0,20,124,166,0.4601,162,295,-0.7599,38,129,-1.22
12,17.0,21,136,167,0.0819,189,178,-0.0347,53,11,-0.1166
12,17.0,22,123,171,0.474,159,294,-0.7183,36,123,-1.1923
12,17.0,23,160,359,-0.1229,194,368,0.0295,34,9,0.1524
12,17.0,24,127,363,0.1233,157,370,-0.0296,30,7,-0.1529
12,17.0,25,122,381,-0.9268,199,456,-0.0687,77,75,0.8581
12,17.0,26,125,434,-0.3133,167,457,-0.1133,42,23,0.2
12,17.0,27,145,462,-0.8841,181,529,0.0842,36,67,0.9683
12,17.0,28,148,517,-0.3325,170,522,0.0188,22,5,0.3513
12,17.0,29,152,471,-0.8861,174,538,0.0897,22,67,0.9758
12,17.0,30,155,528,-0.3515,169,529,0.0233,14,1,0.3748
12,17.0,31,139,482,-1.1456,179,568,-0.1029,40,86,1.0427
12,17.0,32,132,542,-0.6401,164,562,-0.1976,32,20,0.4425
